DisclosedDate,DisclosedTime,LocalCode,DisclosureNumber,TypeOfDocument,TypeOfCurrentPeriod,CurrentPeriodStartDate,CurrentPeriodEndDate,CurrentFiscalYearStartDate,CurrentFiscalYearEndDate,NextFiscalYearStartDate,NextFiscalYearEndDate,NetSales,OperatingProfit,OrdinaryProfit,Profit,EarningsPerShare,DilutedEarningsPerShare,TotalAssets,Equity,EquityToAssetRatio,BookValuePerShare,CashFlowsFromOperatingActivities,CashFlowsFromInvestingActivities,CashFlowsFromFinancingActivities,CashAndEquivalents,ResultDividendPerShare1stQuarter,ResultDividendPerShare2ndQuarter,ResultDividendPerShare3rdQuarter,ResultDividendPerShareFiscalYearEnd,ResultDividendPerShareAnnual,DistributionsPerUnit(REIT),ResultTotalDividendPaidAnnual,ResultPayoutRatioAnnual,ForecastDividendPerShare1stQuarter,ForecastDividendPerShare2ndQuarter,ForecastDividendPerShare3rdQuarter,ForecastDividendPerShareFiscalYearEnd,ForecastDividendPerShareAnnual,ForecastDistributionsPerUnit(REIT),ForecastTotalDividendPaidAnnual,ForecastPayoutRatioAnnual,NextYearForecastDividendPerShare1stQuarter,NextYearForecastDividendPerShare2ndQuarter,NextYearForecastDividendPerShare3rdQuarter,NextYearForecastDividendPerShareFiscalYearEnd,NextYearForecastDividendPerShareAnnual,NextYearForecastDistributionsPerUnit(REIT),NextYearForecastPayoutRatioAnnual,ForecastNetSales2ndQuarter,ForecastOperatingProfit2ndQuarter,ForecastOrdinaryProfit2ndQuarter,ForecastProfit2ndQuarter,ForecastEarningsPerShare2ndQuarter,NextYearForecastNetSales2ndQuarter,NextYearForecastOperatingProfit2ndQuarter,NextYearForecastOrdinaryProfit2ndQuarter,NextYearForecastProfit2ndQuarter,NextYearForecastEarningsPerShare2ndQuarter,ForecastNetSales,ForecastOperatingProfit,ForecastOrdinaryProfit,ForecastProfit,ForecastEarningsPerShare,NextYearForecastNetSales,NextYearForecastOperatingProfit,NextYearForecastOrdinaryProfit,NextYearForecastProfit,NextYearForecastEarningsPerShare,MaterialChangesInSubsidiaries,ChangesBasedOnRevisionsOfAccountingStandard,ChangesOtherThanOnesBasedOnRevisionsOfAccountingStandard,ChangesInAccountingEstimates,RetrospectiveRestatement,NumberOfIssuedAndOutstandingSharesAtTheEndOfFiscalYearIncludingTreasuryStock,NumberOfTreasuryStockAtTheEndOfFiscalYear,AverageNumberOfShares,NonConsolidatedNetSales,NonConsolidatedOperatingProfit,NonConsolidatedOrdinaryProfit,NonConsolidatedProfit,NonConsolidatedEarningsPerShare,NonConsolidatedTotalAssets,NonConsolidatedEquity,NonConsolidatedEquityToAssetRatio,NonConsolidatedBookValuePerShare,ForecastNonConsolidatedNetSales2ndQuarter,ForecastNonConsolidatedOperatingProfit2ndQuarter,ForecastNonConsolidatedOrdinaryProfit2ndQuarter,ForecastNonConsolidatedProfit2ndQuarter,ForecastNonConsolidatedEarningsPerShare2ndQuarter,NextYearForecastNonConsolidatedNetSales2ndQuarter,NextYearForecastNonConsolidatedOperatingProfit2ndQuarter,NextYearForecastNonConsolidatedOrdinaryProfit2ndQuarter,NextYearForecastNonConsolidatedProfit2ndQuarter,NextYearForecastNonConsolidatedEarningsPerShare2ndQuarter,ForecastNonConsolidatedNetSales,ForecastNonConsolidatedOperatingProfit,ForecastNonConsolidatedOrdinaryProfit,ForecastNonConsolidatedProfit,ForecastNonConsolidatedEarningsPerShare,NextYearForecastNonConsolidatedNetSales,NextYearForecastNonConsolidatedOperatingProfit,NextYearForecastNonConsolidatedOrdinaryProfit,NextYearForecastNonConsolidatedProfit,NextYearForecastNonConsolidatedEarningsPerShare,Code
2023-05-11 00:00:00+09:00,15:00:00,34360,20230509562067,1QFinancialStatements_Consolidated_JP,1Q,2023-01-01,2023-03-31 00:00:00+09:00,2023-01-01 00:00:00+09:00,2023-12-31 00:00:00+09:00,,,109948000000,25974000000,27384000000,37698000000,107.66,,946652000000,609495000000,0.587,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,217900000000,42900000000,43300000000,47100000000,134.79,,,,,,,,,,,,,,,,false,false,false,false,false,350175139,7940,350167199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3436
2023-05-11 00:00:00+09:00,15:00:00,67070,20230510563843,FYFinancialStatements_Consolidated_JP,FY,2022-04-01,2023-03-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,2023-04-01,2024-03-31,225387000000,26156000000,27229000000,9533000000,394.87,387.82,301951000000,173195000000,0.368,4601.59,19200000000,-27679000000,11712000000,63814000000,,15.0,,15.0,30.0,,726000000,0.076,,,,,,,,,,15.0,,15.0,30.0,,0.052,,,,,,116000000000,16900000000,15700000000,5600000000,231.94,,,,,,240000000000,38000000000,36000000000,14000000000,579.85,false,true,false,false,false,25098060,955625,24144087,107490000000,-2695000000,-3167000000,-3863000000,-160.0,127941000000,42510000000,0.332,1760.83,,,,,,,,,,,,,,,,,,,,,6707
2023-05-11 00:00:00+09:00,15:00:00,81540,20230511565502,FYFinancialStatements_Consolidated_JP,FY,2022-04-01,2023-03-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,2023-04-01,2024-03-31,608064000000,32249000000,32739000000,23070000000,878.65,,286217000000,129737000000,0.453,4935.36,30569000000,-4805000000,-15549000000,50307000000,,100.0,,120.0,220.0,,5777000000,0.25,,,,,,,,,,110.0,,110.0,220.0,,0.321,,,,,,,,,,,,,,,,550000000000,25000000000,25000000000,18000000000,685.42,false,true,false,false,false,28702118,2440983,26257182,137522000000,6007000000,11466000000,12604000000,479.99,127208000000,50431000000,0.396,1920.21,,,,,,,,,,,,,,,,,,,,,8154
2023-05-11 00:00:00+09:00,15:30:00,63150,20230424551472,FYFinancialStatements_Consolidated_JP,FY,2022-04-01,2023-03-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,2023-04-01,2024-03-31,53822000000,10037000000,10206000000,7346000000,293.69,,73468000000,47623000000,0.643,1887.38,2831000000,-2746000000,3962000000,16430000000,,0.0,,40.0,40.0,,1000000000,0.136,,,,,,,,,,0.0,,40.0,40.0,,0.175,,,,,,21000000000,1850000000,1850000000,1290000000,51.56,,,,,,51000000000,8160000000,8160000000,5710000000,228.22,true,false,false,false,false,25033238,13597,25015367,42401000000,4522000000,4641000000,3355000000,134.13,50617000000,29201000000,0.577,1167.13,,,,,,16500000000,,685000000,475000000,18.99,,,,,,40500000000,,4015000000,2805000000,112.11,6315
2023-05-11 00:00:00+09:00,15:30:00,80350,20230425552435,FYFinancialStatements_Consolidated_JP,FY,2022-04-01,2023-03-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,2023-04-01,2024-03-31,2209025000000,617723000000,625185000000,471584000000,1007.82,1003.86,2311594000000,1599524000000,0.687,3389.68,426270000000,-41756000000,-256534000000,472471000000,,857.0,,854.0,1711.0,,267909000000,0.566,,,,,,,,,,128.0,,192.0,320.0,,0.5,,,,,,790000000000,161000000000,162000000000,120000000000,256.21,,,,,,1700000000000,393000000000,395000000000,300000000000,640.53,false,false,false,false,false,471632733,3272016,467926805,2020513000000,379942000000,585745000000,484557000000,1035.54,1728050000000,1099987000000,0.63,2323.12,,,,,,,,,,,,,,,,,,,,,8035
2023-05-12 00:00:00+09:00,13:00:00,44010,20230511566929,FYFinancialStatements_Consolidated_JP,FY,2022-04-01,2023-03-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,2023-04-01,2024-03-31,403343000000,32369000000,32579000000,16778000000,163.3,,500068000000,311709000000,0.522,2544.28,17253000000,-19520000000,-2618000000,79537000000,,35.0,,35.0,70.0,,7209000000,0.429,,,,,,,,,,40.0,,40.0,80.0,,0.391,,,,,,202000000000,15000000000,14700000000,8900000000,86.78,,,,,,426000000000,36000000000,35500000000,21000000000,204.75,false,false,true,false,false,103768142,1204849,102744280,153280000000,9618000000,18440000000,12737000000,123.46,266203000000,185423000000,0.697,1800.37,,,,,,,,,,,,,,,,,,,,,4401
2023-05-12 00:00:00+09:00,15:00:00,77290,20230425552609,FYFinancialStatements_Consolidated_JP,FY,2022-04-01,2023-03-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,2023-04-01,2024-03-31,146801000000,34494000000,35297000000,23630000000,581.33,575.62,209032000000,146028000000,0.69,3573.81,1000000000,-8421000000,-2174000000,40036000000,,109.0,,126.0,235.0,,9521000000,0.403,,,,,,,,,,85.0,,85.0,170.0,,0.402,,,,,,61000000000,11000000000,11000000000,8000000000,198.9,,,,,,129000000000,24000000000,24000000000,17000000000,422.82,false,true,true,false,false,41903281,1529552,40649475,122274000000,26395000000,32408000000,22835000000,561.77,175187000000,119462000000,0.676,2932.37,,,,,,,,,,,,,,,,,,,,,7729
2023-05-12 00:00:00+09:00,15:02:00,67280,20230512569318,3QFinancialStatements_Consolidated_JP,3Q,2022-07-01,2023-03-31 00:00:00+09:00,2022-07-01 00:00:00+09:00,2023-06-30 00:00:00+09:00,,,160959000000,12743000000,15663000000,11756000000,238.7,,338903000000,199096000000,0.569,,-3615000000,-10085000000,-9307000000,83095000000,,,,,,,,,,,,123.0,123.0,,,,,,,,,,,,,,,,,,,,,215000000000,17500000000,21000000000,16000000000,324.88,,,,,,true,true,false,false,false,49355938,106983,49248958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6728
2023-05-15 00:00:00+09:00,11:30:00,42030,20230512568548,FYFinancialStatements_Consolidated_IFRS,FY,2022-04-01,2023-03-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,2023-04-01,2024-03-31,284939000000,24823000000,,20289000000,431.19,,378457000000,257692000000,0.675,5426.86,23618000000,-15648000000,-22954000000,99620000000,,60.0,,70.0,130.0,,6117000000,0.301,,,,,,,,,,70.0,,70.0,140.0,,0.304,,,,,,,,,,,,,,,,295000000000,,,21500000000,459.84,false,false,false,false,,49590478,2535917,47055134,99672000000,7744000000,16002000000,14685000000,312.09,217223000000,126283000000,0.581,2683.78,,,,,,,,,,,,,,,,,,,,,4203
2023-05-15 00:00:00+09:00,15:30:00,68900,20230515571820,DividendForecastRevision,FY,2022-04-01,2023-03-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6890
2023-05-15 00:00:00+09:00,15:30:00,68900,20230515571838,FYFinancialStatements_Consolidated_JP,FY,2022-04-01,2023-03-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,2023-04-01,2024-03-31,210810000000,35042000000,42448000000,29702000000,644.81,633.15,410648000000,249656000000,0.447,3916.07,43024000000,-68760000000,68718000000,95905000000,,50.0,,55.0,105.0,,4922000000,0.163,,,,,,,,,,50.0,,50.0,100.0,,0.261,,,,,,105000000000,15000000000,13500000000,8500000000,180.8,,,,,,220000000000,32500000000,30000000000,18000000000,382.88,false,true,false,false,false,47011067,94305,46064284,10271000000,7395000000,6988000000,6330000000,137.43,119952000000,79406000000,0.662,1691.63,,,,,,,,,,,,,,,,,,,,,6890
2023-05-15 00:00:00+09:00,16:00:00,42720,20230515571914,FYFinancialStatements_Consolidated_JP,FY,2022-04-01,2023-03-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,2023-04-01,2024-03-31,198380000000,21505000000,23025000000,14984000000,89.36,89.33,322858000000,255027000000,0.787,1532.35,20039000000,-15158000000,-7950000000,53096000000,,20.0,,25.0,45.0,,7511000000,0.504,,,,,,,,,,22.5,,22.5,45.0,,,,,,,,97100000000,5300000000,6200000000,4400000000,26.54,,,,,,202300000000,13000000000,14000000000,10500000000,63.34,false,false,false,false,false,170503570,4732954,167682359,128028000000,10501000000,17240000000,12632000000,75.33,237521000000,185235000000,0.78,1117.38,,,,,,,,,,,,,,,,,,,,,4272
2023-05-31 00:00:00+09:00,15:00:00,43690,20230524581385,1QFinancialStatements_Consolidated_JP,1Q,2023-02-01,2023-04-30 00:00:00+09:00,2023-02-01 00:00:00+09:00,2024-01-31 00:00:00+09:00,,,3228000000,874000000,1298000000,992000000,30.54,,31224000000,25815000000,0.827,,2619901000,-242518000,-1131306000,12387881000,,,,,,,,,,0.0,,30.0,30.0,,,,,,,,,,,7100000000,1620000000,2410000000,1870000000,57.54,,,,,,15400000000,3500000000,5450000000,4250000000,130.78,,,,,,false,false,false,false,false,32498640,1702,32496938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4369
2023-06-05 00:00:00+09:00,15:00:00,69630,20230601592337,DividendForecastRevision,FY,2023-04-01,2024-03-31 00:00:00+09:00,2023-04-01 00:00:00+09:00,2024-03-31 00:00:00+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6963
2023-06-14 00:00:00+09:00,10:00:00,44010,20230614502894,FYFinancialStatements_Consolidated_JP,FY,2022-04-01,2023-03-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,2023-04-01,2024-03-31,403343000000,32369000000,32579000000,16778000000,163.3,,500068000000,311709000000,0.522,2544.28,17253000000,-19520000000,-2618000000,79537000000,,35.0,,35.0,70.0,,7209000000,0.429,,,,,,,,,,40.0,,40.0,80.0,,0.391,,,,,,202000000000,15000000000,14700000000,8900000000,86.78,,,,,,426000000000,36000000000,35500000000,21000000000,204.75,false,false,true,false,false,103768142,1204849,102744280,153280000000,9618000000,18440000000,12737000000,123.46,266203000000,185423000000,0.697,1800.37,,,,,,,,,,,,,,,,,,,,,4401
2023-07-11 00:00:00+09:00,15:00:00,63230,20230710519485,1QFinancialStatements_Consolidated_JP,1Q,2023-03-01,2023-05-31 00:00:00+09:00,2023-03-01 00:00:00+09:00,2024-02-29 00:00:00+09:00,,,16693000000,4718000000,5208000000,3557000000,201.91,201.54,140392000000,80099000000,0.524,,,,,,,,,,,,,,,0.0,,135.0,135.0,,,,,,,,,,,43127000000,10673000000,10643000000,7633000000,433.29,,,,,,88026000000,21619000000,21553000000,15718000000,892.13,,,,,,false,false,false,false,false,17640000,19791,17616538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6323
2023-07-20 00:00:00+09:00,16:00:00,61460,20230718523778,1QFinancialStatements_Consolidated_JP,1Q,2023-04-01,2023-06-30 00:00:00+09:00,2023-04-01 00:00:00+09:00,2024-03-31 00:00:00+09:00,,,53961000000,16972000000,18162000000,12682000000,117.09,116.68,454512000000,339206000000,0.744,,,,,,,,,,,,,,,67.0,,,,,,,,,,,,,,119300000000,39400000000,40700000000,28700000000,264.93,,,,,,,,,,,,,,,,false,false,false,false,false,108348183,15836,108309308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6146
2023-07-20 00:00:00+09:00,16:00:00,61460,20230719523930,EarnForecastRevision,2Q,2023-04-01,2023-09-30 00:00:00+09:00,2023-04-01 00:00:00+09:00,2024-03-31 00:00:00+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97300000000,32000000000,48900000000,37800000000,348.93,,,,,,,,,,,,,,,,6146
2023-07-24 00:00:00+09:00,16:45:00,69200,20230724525803,EarnForecastRevision,FY,2022-07-01,2023-06-30 00:00:00+09:00,2022-07-01 00:00:00+09:00,2023-06-30 00:00:00+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.0,178.0,,,,,,,,,,,,,,,,,,,,,152000000000,61000000000,63000000000,45000000000,498.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6920
2023-07-26 00:00:00+09:00,15:00:00,68570,20230725526530,1QFinancialStatements_Consolidated_IFRS,1Q,2023-04-01,2023-06-30 00:00:00+09:00,2023-04-01 00:00:00+09:00,2024-03-31 00:00:00+09:00,,,101251000000,14269000000,,9202000000,49.95,49.76,607680000000,383623000000,0.631,,-3947000000,-13310000000,6757000000,78873000000,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,480000000000,105000000000,,78000000000,,,,,,,false,false,false,false,,191542265,7030447,184227254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6857
2023-07-27 00:00:00+09:00,09:00:00,40430,20230621508024,1QFinancialStatements_Consolidated_JP,1Q,2023-04-01,2023-06-30 00:00:00+09:00,2023-04-01 00:00:00+09:00,2024-03-31 00:00:00+09:00,,,84886000000,5142000000,5653000000,4304000000,59.82,,476381000000,244005000000,0.489,3239.04,,,,,,,,,,,,,,35.0,,35.0,70.0,,,,,,,,,,,,,,,,,,,,,380000000000,30000000000,30000000000,22000000000,305.77,,,,,,false,false,true,true,false,72088327,137545,71950340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4043
2023-07-27 00:00:00+09:00,15:00:00,40630,20230725526801,1QFinancialStatements_Consolidated_JP,1Q,2023-04-01,2023-06-30 00:00:00+09:00,2023-04-01 00:00:00+09:00,2024-03-31 00:00:00+09:00,,,599201000000,190820000000,217115000000,153633000000,76.13,76.06,4757574000000,4102042000000,0.828,1950.53,,,,,,,,,,,,,,50.0,,50.0,100.0,,,,,,,,,,,,,,,,,,,,,2300000000000,700000000000,760000000000,520000000000,257.6,,,,,,false,false,false,false,false,2024122965,5686705,2018063509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4063
2023-07-27 00:00:00+09:00,15:00:00,67230,20230727527742,2QFinancialStatements_Consolidated_IFRS,2Q,2023-01-01,2023-06-30 00:00:00+09:00,2023-01-01 00:00:00+09:00,2023-12-31 00:00:00+09:00,,,728091000000,220522000000,,195805000000,109.96,107.89,3122366000000,1895561000000,0.606,,228970000000,-52302000000,-115561000000,458083000000,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,true,false,false,,1958454023,193208215,1780764049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6723
2023-07-28 00:00:00+09:00,15:00:00,65260,20230728528812,1QFinancialStatements_Consolidated_JP,1Q,2023-04-01,2023-06-30 00:00:00+09:00,2023-04-01 00:00:00+09:00,2024-03-31 00:00:00+09:00,,,61447000000,10109000000,11109000000,7952000000,232.42,221.4,184043000000,115472000000,0.627,,-4508000000,-4227000000,-3356000000,33934000000,,,,,,,,,,105.0,,105.0,210.0,,,,,,,,,,,,,,,,,,,,,200000000000,22500000000,22500000000,17500000000,504.55,,,,,,false,false,false,false,false,34838421,55,34213614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6526
2023-07-28 00:00:00+09:00,15:30:00,41860,20230728529266,EarnForecastRevision,2Q,2023-01-01,2023-06-30 00:00:00+09:00,2023-01-01 00:00:00+09:00,2023-12-31 00:00:00+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77600000000,10900000000,11800000000,5300000000,132.89,,,,,,164000000000,23500000000,25000000000,13500000000,334.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4186
2023-07-28 00:00:00+09:00,15:30:00,77350,20230727528687,1QFinancialStatements_Consolidated_JP,1Q,2023-04-01,2023-06-30 00:00:00+09:00,2023-04-01 00:00:00+09:00,2024-03-31 00:00:00+09:00,,,99690000000,13418000000,13683000000,9428000000,198.86,193.69,611729000000,299104000000,0.489,,39803000000,-17573000000,-17219000000,181420000000,,,,,,,,,,140.0,,114.0,,,,,,,,,,,,215500000000,32500000000,31000000000,20000000000,421.83,,,,,,495000000000,85000000000,82000000000,58000000000,611.65,,,,,,false,false,false,false,false,50794866,3381977,47411718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7735
2023-07-31 00:00:00+09:00,13:30:00,77410,20230728529724,1QFinancialStatements_Consolidated_IFRS,1Q,2023-04-01,2023-06-30 00:00:00+09:00,2023-04-01 00:00:00+09:00,2024-03-31 00:00:00+09:00,,,182288000000,,,38215000000,108.07,108.01,1094924000000,865603000000,0.793,,,,,455470000000,,,,,,,,,,,,,,,,,,,,,,,,365000000000,,,80500000000,227.64,,,,,,,,,,,,,,,,true,false,false,false,,354088520,468389,353633004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7741
2023-07-31 00:00:00+09:00,15:00:00,31320,20230731530558,1QFinancialStatements_Consolidated_JP,1Q,2023-04-01,2023-06-30 00:00:00+09:00,2023-04-01 00:00:00+09:00,2024-03-31 00:00:00+09:00,,,278562000000,20653000000,19611000000,13580000000,224.25,,533145000000,224433000000,0.405,,13213000000,-1527000000,-16786000000,34686000000,,,,,,,,,,75.0,,75.0,150.0,,,,,,,,,,,548000000000,36000000000,34100000000,23300000000,384.76,,,,,,1100000000000,66000000000,62800000000,42200000000,696.87,,,,,,false,false,false,false,false,60857382,300615,60556917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3132
2023-07-31 00:00:00+09:00,15:30:00,49800,20230731530282,1QFinancialStatements_Consolidated_JP,1Q,2023-04-01,2023-06-30 00:00:00+09:00,2023-04-01 00:00:00+09:00,2024-03-31 00:00:00+09:00,,,20858000000,4864000000,4665000000,3224000000,55.6,55.35,124688000000,74395000000,0.59,1267.9,,,,,,,,,,,,,,35.0,,40.0,75.0,,,,,,,,,,,,,,,,,,,,,100000000000,25000000000,26300000000,18000000000,305.09,,,,,,false,false,false,false,false,61029400,3037721,57987315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4980
2023-07-31 00:00:00+09:00,16:00:00,42720,20230728529070,1QFinancialStatements_Consolidated_JP,1Q,2023-04-01,2023-06-30 00:00:00+09:00,2023-04-01 00:00:00+09:00,2024-03-31 00:00:00+09:00,,,48584000000,2333000000,4179000000,2661000000,16.06,16.04,343001000000,263523000000,0.765,,,,,,,,,,,,,,,22.5,,22.5,45.0,,,,,,,,,,,97100000000,5300000000,6200000000,4400000000,26.54,,,,,,202300000000,13000000000,14000000000,10500000000,63.34,,,,,,false,false,false,false,false,170503570,4733430,165770312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4272
2023-08-01 00:00:00+09:00,12:00:00,46260,20230731530069,1QFinancialStatements_Consolidated_JP,1Q,2023-04-01,2023-06-30 00:00:00+09:00,2023-04-01 00:00:00+09:00,2024-03-31 00:00:00+09:00,,,23861000000,3470000000,3235000000,2561000000,45.94,,191439000000,94536000000,0.494,1695.45,,,,,,,,,,,,,,38.0,,38.0,76.0,,,,,,,,,,,49200000000,6500000000,6400000000,4500000000,80.37,,,,,,101700000000,15100000000,14700000000,10000000000,178.6,,,,,,false,false,false,false,false,58185501,2429198,55756377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4626
2023-08-01 00:00:00+09:00,15:00:00,69630,20230728529085,1QFinancialStatements_Consolidated_JP,1Q,2023-04-01,2023-06-30 00:00:00+09:00,2023-04-01 00:00:00+09:00,2024-03-31 00:00:00+09:00,,,120163000000,17692000000,28033000000,20130000000,205.12,198.76,1151570000000,956385000000,0.83,,,,,,,,,,,,,,,100.0,,25.0,,,,,,,,,,,,250000000000,33000000000,33500000000,28000000000,71.32,,,,,,540000000000,75000000000,87000000000,70000000000,178.31,,,,,,false,false,true,false,false,103000000,4857389,98142687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6963
2023-08-01 00:00:00+09:00,17:30:00,27600,20230801531832,1QFinancialStatements_Consolidated_JP,1Q,2023-04-01,2023-06-30 00:00:00+09:00,2023-04-01 00:00:00+09:00,2024-03-31 00:00:00+09:00,,,59012000000,3628000000,3143000000,2186000000,219.67,,141337000000,39542000000,0.272,,3137000000,-584000000,-3223000000,5875000000,,,,,,,,,,140.0,,70.0,,,,,,,,,,,,107800000000,,5000000000,3550000000,356.84,,,,,,230000000000,,12000000000,8450000000,283.12,,,,,,false,false,false,false,false,10445500,483160,9954959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2760
2023-08-02 00:00:00+09:00,15:00:00,77290,20230724526124,1QFinancialStatements_Consolidated_JP,1Q,2023-04-01,2023-06-30 00:00:00+09:00,2023-04-01 00:00:00+09:00,2024-03-31 00:00:00+09:00,,,26618000000,4250000000,4710000000,3245000000,80.63,79.78,201775000000,144080000000,0.706,,,,,,,,,,,,,,,85.0,,85.0,170.0,,,,,,,,,,,61000000000,11000000000,11000000000,8000000000,198.9,,,,,,129000000000,24000000000,24000000000,17000000000,422.82,,,,,,false,false,false,false,false,41990181,1712578,40257553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7729
2023-08-03 00:00:00+09:00,15:00:00,81540,20230802532989,1QFinancialStatements_Consolidated_JP,1Q,2023-04-01,2023-06-30 00:00:00+09:00,2023-04-01 00:00:00+09:00,2024-03-31 00:00:00+09:00,,,137694000000,6994000000,6909000000,5767000000,219.63,,292822000000,135983000000,0.464,,,,,,,,,,,,,,,110.0,,110.0,220.0,,,,,,,,,,,,,,,,,,,,,550000000000,25000000000,25000000000,18000000000,685.42,,,,,,false,false,false,false,false,28702118,2441233,26261015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8154
2023-08-04 00:00:00+09:00,15:00:00,67070,20230803533778,1QFinancialStatements_Consolidated_JP,1Q,2023-04-01,2023-06-30 00:00:00+09:00,2023-04-01 00:00:00+09:00,2024-03-31 00:00:00+09:00,,,59906000000,8527000000,7939000000,2229000000,92.35,89.66,326175000000,192084000000,0.381,,,,,,,,,,,,,,,15.0,,15.0,30.0,,,,,,,,,,,116000000000,16900000000,15700000000,5600000000,231.94,,,,,,240000000000,38000000000,36000000000,14000000000,579.85,,,,,,false,false,false,false,false,25098060,955812,24142322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6707
2023-08-07 00:00:00+09:00,11:30:00,42030,20230804534680,1QFinancialStatements_Consolidated_IFRS,1Q,2023-04-01,2023-06-30 00:00:00+09:00,2023-04-01 00:00:00+09:00,2024-03-31 00:00:00+09:00,,,70254000000,6499000000,,5712000000,121.57,,401402000000,272962000000,0.674,,7148000000,-3412000000,948000000,109692000000,,,,,,,,,,70.0,,70.0,140.0,,,,,,,,,,,,,,,,,,,,,295000000000,,,21500000000,459.84,,,,,,false,false,false,false,,49590478,2735114,46986043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4203
2023-08-07 00:00:00+09:00,15:30:00,69200,20230807535192,FYFinancialStatements_Consolidated_JP,FY,2022-07-01,2023-06-30 00:00:00+09:00,2022-07-01 00:00:00+09:00,2023-06-30 00:00:00+09:00,2023-07-01,2024-06-30,152832000000,62287000000,63668000000,46164000000,511.89,511.46,271574000000,109142000000,0.402,1209.99,40548000000,-20570000000,-15557000000,29773000000,,52.0,,128.0,180.0,,16233000000,0.352,,,,,,,,,,73.0,,110.0,183.0,,0.351,,,,,,,,,,,,,,,,190000000000,64000000000,64000000000,47000000000,521.16,false,false,false,false,false,94286400,4102594,90182844,145947000000,57161000000,62098000000,45343000000,502.79,261429000000,101489000000,0.388,1125.13,,,,,,,,,,,,,,,,,,,,,6920
